name,address,category,phone,website,email,rating,total_ratings,place_id
Volunteers in Service to the Elderly (VISTE),"1232 E Magnolia St, Lakeland, FL 33801, USA",Establishment,(863) 284-0828,http://www.viste.org/,,4.7,65,ChIJY27f3kQ_3YgRFE3ajbwOT40
City of Lakeland,"228 S Massachusetts Ave, Lakeland, FL 33801, USA",City Hall,(863) 834-6000,http://www.lakelandgov.net/,,3.5,40,ChIJkbo0N7U43YgRfeJ2mZ5xWUM
"Service On Site of Central Florida, Inc.","3135 US-92, Lakeland, FL 33801, USA",Car Repair,(863) 668-9005,,,4.5,8,ChIJcT7G2Jo_3YgRizleRey1vVw
863 Parking & Guest Services,"122 E Main St Suite 146, Lakeland, FL 33801, USA",Establishment,(863) 272-1777,http://www.863pgs.com/,,4.9,156,ChIJL650MJA53YgRiyd8bHI551A
Florida Rural Legal Services Inc,"1321 E Memorial Blvd Unit 101, Lakeland, FL 33801, USA",Establishment,(863) 688-7376,http://www.frls.org/,,3.1,103,ChIJn4_Jyfo_3YgRyR6jlGnXk_0
Catholic Charities Polk County Ministries,"210 W Lemon St, Lakeland, FL 33815, USA",Establishment,(863) 686-7153,https://cflcc.org/,,3.8,49,ChIJX35bzGc_3YgRnHoeSeTv-vw
Republic Services,"3820 Maine Ave, Lakeland, FL 33801, USA",Establishment,(863) 665-1489,https://www.republicservices.com/customer-support/facilities?utm_medium=reputation&utm_source=rslistings,,2.7,110,ChIJ_VkCXzM-3YgR_oTsIrrVFks
Shoppes of Lakeland,"4019 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(800) 225-6765,,,4.3,4158,ChIJFTVNdD5H3YgR1Dss0fLQ7nQ
Lakeland Town Center,"955 E Memorial Blvd, Lakeland, FL 33801, USA",Establishment,(954) 955-6222,https://kooshcenters.com/center/lakeland-town-center/,,4.2,1643,ChIJ8xRFsVE_3YgR2UL6ftUMXKc
Lakeland Park Center,"3715 Hopewell Ave, Lakeland, FL 33809, USA",Establishment,(863) 853-1702,http://google.com/url?q=https://business.google.com/website_shared/launch_bw.html?f=https://amzn.to/3WmKCkw,,4.4,1923,ChIJu6m0KTlH3YgRlAWs-bku6HQ
Scout & Tag,"244 N Kentucky Ave, Lakeland, FL 33801, USA",Establishment,(863) 225-2426,http://scoutandtag.com/,,4.7,196,ChIJsXIvZLM43YgRvBU9dwGVC2k
Traditions Unlimited,"221 N Kentucky Ave, Lakeland, FL 33801, USA",Establishment,(863) 683-7978,,,3.7,18,ChIJWz0zl7Q43YgRmPsqpT10Kbw
Take Heart,"248 N Kentucky Ave, Lakeland, FL 33801, USA",Establishment,(863) 698-7430,https://takeheartafrica.org/,,5,153,ChIJNVHv4xY53YgR_nztubTm49Y
Lakeland Bin Store,"5299 Florida Ave S, Lakeland, FL 33813, USA",Clothing Store,(863) 937-7734,,,4.3,99,ChIJp6i_0bE73YgRTe8l7UYQ4E0
pOpshelf,"6735 Florida Ave S, Lakeland, FL 33813, USA",Establishment,(863) 220-7445,https://www.popshelf.com/store/24305,,4.7,376,ChIJMe0Cr7I73YgRtFGPLTuu6do
T.J. Maxx,"4023 US Hwy 98 N, Lakeland, FL 33809, USA",Clothing Store,(863) 858-3638,https://tjmaxx.tjx.com/store/index.jsp,,4.4,945,ChIJ3wEAAJA_3YgRfgzzWOjrlW0
Walmart Supercenter,"5800 US Hwy 98 N, Lakeland, FL 33809, USA",Bakery,(863) 859-3626,https://www.walmart.com/store/1245-lakeland-fl/?veh=seo_loc,,3.9,9813,ChIJVbjDa-dG3YgRvNRp4LGLTkU
Grove Park Shopping Plaza 98 S,"1617 US-98, Lakeland, FL 33801, USA",Establishment,,,,4.4,2670,ChIJAQAA5xc_3YgRsBl_B8ks8U0
Ollie's Bargain Outlet,"4000 US Hwy 98 N #200, Lakeland, FL 33809, USA",Book Store,(863) 608-7215,https://ollies.com/,,4.3,3139,ChIJq7HwdMFH3YgRaiZFhCM8Z5M
Westlake Manufacturing Inc,"936 Edith Ave, Lakeland, FL 33815, USA",Establishment,(863) 688-9248,,,4.6,9,ChIJYfYuf5o43YgRHG2bi51LTCE
Esco Industries of Florida,"2001 Lasso Ln, Lakeland, FL 33801, USA",Establishment,(863) 666-3696,http://www.escoindustries.com/,,5,4,ChIJvcHuxs0_3YgRMP_mo7_5yjA
Tampa Maid Foods Inc,"1600 Kathleen Rd, Lakeland, FL 33805, USA",Establishment,(800) 237-7637,http://www.tampamaid.com/,,3.8,76,ChIJiW7Y4p043YgROzNrXunREkY
"NuJak Companies, Inc.","122 E Main St #103, Lakeland, FL 33801, USA",Establishment,(863) 686-1565,http://nujak.com/,,4,11,ChIJ20Z5k7I43YgRYxMcVpMvLpM
McKesson Corporation,"1515 Kendrick Ln, Lakeland, FL 33805, USA",Establishment,(863) 682-1818,http://www.mckesson.com/,,3.3,11,ChIJBUU6YGRH3YgRi9h2uT9Xflc
Packaging Corporation of America,"3120 Maine Ave, Lakeland, FL 33801, USA",Establishment,(863) 665-6404,https://www.packagingcorp.com/,,3.5,4,ChIJS-XkEU0-3YgRL-mItvmfgpo
Mission Foods - Florida,"2125 Interstate Dr, Lakeland, FL 33805, USA",Establishment,(863) 499-2000,http://www.gruma.com/,,2.4,91,ChIJNVjx4GZH3YgRPT17cFAOUK4
Carpenter Co,"5100 S Frontage Rd, Lakeland, FL 33815, USA",Establishment,(863) 687-9494,https://carpenter.com/en/,,3.7,23,ChIJg2xalo833YgRDNPhxk-ZKOc
Rubinger's Manufacturing Co,"2626 Mine and Mill Ln, Lakeland, FL 33801, USA",Establishment,(863) 665-1599,,,4.5,4,ChIJvcYYtaw_3YgR4Xl_k809FAs
Samson Metal - Engineering & Manufacturing,"3145 US-92, Lakeland, FL 33801, USA",Establishment,(863) 665-6151,https://samsonmetal.com/,,3.5,11,ChIJy2hUj2Ww4yARz17KIu4AY7U
MaxPak - A TRG Company,"2808 New Tampa Hwy, Lakeland, FL 33815, USA",Establishment,(863) 682-0123,https://teamtrg.com/locations/maxpak?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=maxpak-branch,,3.1,38,ChIJpcjruF443YgRk4ckRQnl4F8
Robinson Machine Company,"2985 Old Medulla Rd, Lakeland, FL 33811, USA",Establishment,(863) 581-8600,https://robinsonfans.com/services/robinson-machine/,,5,1,ChIJTZfmDoY53YgRJnxJ9NHXU44
SteriPack (USA) Limited LLC d/b/a Ensera,"4255 Pipkin Rd S, Lakeland, FL 33811, USA",Establishment,(863) 648-2333,http://www.steripackgroup.com/,,3.7,3,ChIJSyevqnc53YgRtvkdxMLjUiM
Lakeland Economic Development Council,"502 E Main St, Lakeland, FL 33801, USA",Establishment,(863) 687-3788,http://www.lakelandedc.com/,,5,3,ChIJx0-Wu7U43YgRquVx-WCuSeY
J P Lamborn,"625 McCue Rd # 24, Lakeland, FL 33815, USA",Establishment,(863) 687-1977,https://jplflex.com/?gad_source=1&gad_campaignid=22330431062&gbraid=0AAAAA93KGxOnkEkAYxQrO77xo3qnBBdmR&gclid=Cj0KCQjwrc7GBhCfARIsAHGcW5VirF1tzf89ydU_-bZHUbHavkz8djpsBBgXUPZZBS2TYd8lq5ccvR8aApstEALw_wcB,,4.3,10,ChIJBYJg2iU43YgRTb8xWzraQXE
OWENS CORNING,"2222 W Bella Vista St, Lakeland, FL 33810, USA",Establishment,(863) 682-4448,http://www.owenscorning.com/,,4.4,40,ChIJOzJm231H3YgRgCCAb3XnK_U
Pre-Con Construction of Florida,"1114 E Oleander St, Lakeland, FL 33801, USA",Establishment,(863) 688-4504,http://www.preconflorida.com/,,4.8,11,ChIJvZdeUck_3YgRa7GunVt1oJg
"ACP Manufacturing, LLC","3810 Drane Field Rd Suite 3, Lakeland, FL 33811, USA",Establishment,(863) 316-7816,https://www.acpmfg.com/,,,,ChIJ5cHqEaA53YgRc98kYjSSwlw
Advanced Internal Medicine Care,"5245 US Hwy 98 N, Lakeland, FL 33809, USA",Doctor,(863) 606-1616,http://www.myaimc.com/,,4.4,119,ChIJk2xTcSBH3YgRHRzukOkY1FM
Lakeland Family Medical,"930 Marcum Rd #5, Lakeland, FL 33809, USA",Doctor,(863) 940-4886,http://lakelandfamilymedical.com/contact-us/,,5,1,ChIJ01ZKzMNG3YgRLb7dWgV8Lfc
MaxHealth Primary Care,"2382 Griffin Rd, Lakeland, FL 33810, USA",Doctor,(863) 225-2627,https://www.mymaxdoc.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,,4.6,130,ChIJcSPRlu5H3YgRxKJnn7aSwQk
Soni Family Practice - Lakeland,"515 E Garden St Suite B, Lakeland, FL 33805, USA",Doctor,(863) 588-4775,http://www.sonifamilypractice.com/,,4.8,138,ChIJqWgDk-0_3YgRwbz6QPi1CpU
VIPcare Lakeland,"1417 Lakeland Hills Blvd Ste 106 & 108, Lakeland, FL 33805, USA",Establishment,(863) 687-4575,https://getvipcare.com/our-locations/lakeland/,,4.9,154,ChIJY1fZwj4_3YgRNrQWwsXALmM
Specialist Doctors Group (Podiatrist),"1443 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 686-6200,https://specialistdoctorsgroup.com/,,4.8,468,ChIJx5pArqpA3YgRgqEoIyJoyD8
VIPcare Lakeland - Hwy 98,"4316 US Hwy 98 N Ste 100, Lakeland, FL 33810, USA",Establishment,(863) 853-7822,https://getvipcare.com/our-locations/lakeland-hwy-98/,,4.8,34,ChIJ_VSnB9ZH3YgRef67jVwKQYU
WellPlus Medical,"1230 W Daughtery Rd, Lakeland, FL 33810, USA",Doctor,(863) 858-3884,https://wellplusmedical.com/,,4.2,19,ChIJ3X0niOdG3YgRsBhXh4x9C20
Lakeland Family Medicine,"1305 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 687-9333,,,5,2,ChIJa2uxLlU_3YgRiounGC9uZ1M
"James G. Hardigan, DO, PharmD","1600 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 680-7190,https://www.watsonclinic.com/physicians/james-g-hardigan.html,,4.8,26,ChIJlUeuxVRH3YgRhw7Qw_ORnr4
Community Medical Group of Lakeland,"5615 Florida Ave S Ste 111, Lakeland, FL 33813, USA",Establishment,(863) 327-0132,https://www.communitymedicalgroup.com/en/,,4.9,230,ChIJ1_4E7vc73YgRZRRwkfocEAs
Lakeland Regional Health - Morrell,"300 Parkview Pl, Lakeland, FL 33805, USA",Doctor,(863) 284-5000,https://www.mylrh.org/primary-family-care/,,3.3,38,ChIJGT3jk6o43YgRvExLhxVAlPg
"Dr. Byron R Dean, DO","1500 Lakeland Hills Blvd #4, Lakeland, FL 33805, USA",Doctor,(863) 937-7157,https://weence.com/medical/doctors/lakeland/dr-byron-r-dean-do/,,4.2,56,ChIJZc_VqFQ_3YgRno0sZjEHqj8
Advanced Internal Medicine Care,"5455 Florida Ave S, Lakeland, FL 33813, USA",Doctor,(863) 644-3585,http://www.myaimc.com/,,4.5,230,ChIJZZTFaOM73YgROEGr_AEFrxU
"Dr. Marc Guerrier, MD","1417 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 683-2282,https://rymaps.org/business/dr-marc-guerrier-md-cly1j7,,4.6,87,ChIJrwg6WlU_3YgRgeZ3dGvNbcY
Freedom Family Practice,"2929 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Doctor,(863) 500-9279,https://yourfreedomfamily.com/,,5,33,ChIJ-0e_H6A_3YgRSLLpu0cIXgc
Watson Clinic Main,"1600 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Establishment,(863) 680-7000,https://www.watsonclinic.com/locations/1600-lakeland-hills-blvd-lakeland-fl.html,,2.5,74,ChIJW45gNaBH3YgRTUTwOb1HdpU
American Care Medical Center,"1005 N Lake Parker Ave, Lakeland, FL 33805, USA",Establishment,(863) 583-4053,https://www.americancare.com/lakeland-medical-center/,,4.6,127,ChIJhYJmSFo_3YgRgihfSLawX9g
Lakeland Regional Health Parkview,"320 Parkview Pl, Lakeland, FL 33805, USA",Establishment,(863) 687-1302,https://www.mylrh.org/,,4.3,11,ChIJ1YpIZRQ53YgRXIl5g2hMNrA
Lakeland Volunteers In Medicine,"600 W Peachtree St, Lakeland, FL 33815, USA",Establishment,(863) 688-5846,https://www.lvim.net/,,4.4,67,ChIJcR7Ezaw43YgRFRNazA9O5hM
Lakeland Regional Health Kathleen Campus,"2400 Kathleen Rd, Lakeland, FL 33810, USA",Establishment,(863) 687-1302,http://mylrh.org/Kathleen,,3.4,24,ChIJ9SnlI41H3YgRR8TCAQOmzB8
Central Florida Health Care - Crystal Lake Elementary,"903 Lowry Ave #2, Lakeland, FL 33801, USA",Establishment,(866) 234-8534,https://cfhc.org/location/crystal-lake-elementary/?utm_source=GMBSocialClimb&utm_medium=CentralFloridaHealthCare-CrystalLakeElementary,,4.9,264,ChIJa-dEccE_3YgRxp6PJiGuhOw
Northside Family Dental - Family Dentist Lakeland,"6731 US Hwy 98 N, Lakeland, FL 33809, USA",Dentist,(863) 858-3043,https://northlakelanddentist.net/,,4.8,265,ChIJl-_PicFG3YgRZx8TxK5X3BM
Kathleen Dental Care,"7255 Kathleen Rd, Lakeland, FL 33810, USA",Dentist,(863) 457-3842,http://kathleendentalcare.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,4.8,972,ChIJc-nZOGhH3YgRc080eaX7fOM
Dental Care at Plantation Square,"5301 N Socrum Loop Rd, Lakeland, FL 33809, USA",Dentist,(863) 281-4718,http://dentalcareatplantationsquare.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,4.8,137,ChIJ4X_gsOZB3YgRkjiXPYmp__A
Advanced Dental Arts,"1218 W Daughtery Rd, Lakeland, FL 33810, USA",Dentist,(863) 815-9099,https://advanceddentalarts.com/locations/lakeland/,,3.9,50,ChIJoTFAP51H3YgR3LHscjzb-QU
Ciambrone Vision,"INSIDE WALMART VISION CENTER, 5800 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 858-8373,https://www.ciambronevision.com/locations-hours/we-love-lakeland-fl/,,4.9,98,ChIJ7XOFDudG3YgRJ1pq5kP1hUE
Pediatric Associates Lakeland Hills,"1920 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 683-4661,https://www.pediatricassociates.com/pediatric-office/lakeland-fl-lakeland-hills?utm_source=google-bp&utm_medium=referral&utm_campaign=info_location-link_pa_fl_se,,4.4,374,ChIJb7Zhcf0-3YgRziScHfScPJA
Lakeside Pediatrics North Office,"2929 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 688-3550,http://www.lakesidepeds.com/,,4.6,750,ChIJ9yGIN7NA3YgRE0OYWJbello
Central Florida Health Care - Lakeland Pediatrics,"601 Florida Ave S, Lakeland, FL 33801, USA",Doctor,(866) 234-8534,https://cfhc.org/location/lakeland-pediatrics-2/?utm_source=GMBSocialClimb&utm_medium=CentralFloridaHealthCare-LakelandPediatrics,,4.1,131,ChIJ__-vSso43YgRa6IAtmJWJt4
"Pediatrics & Family Medicine of Buena Vista, LLC.","519 Buena Vista St, Lakeland, FL 33805, USA",Doctor,(863) 337-4994,https://pediatricsfamilymedicine.com/,,4.3,27,ChIJR0EhxFQ_3YgRhjB4vycjl5U
"Blue Sky Pediatrics, LLC","1708 Mockingbird Ln, Lakeland, FL 33801, USA",Establishment,(863) 887-8181,http://blueskypediatricslakeland.com/,,5,10,ChIJYzioLQA_3YgRXJ1sem29kF8
"Happy Kidz Pediatrics, P. L.","4304 Highland Park Blvd, Lakeland, FL 33813, USA",Doctor,(863) 644-9398,,,4.4,159,ChIJFUPjxEw53YgRc8VOzx1r-40
Pediatric Associates Edgewood,"2140 E Edgewood Dr, Lakeland, FL 33803, USA",Doctor,(863) 669-1212,https://www.pediatricassociates.com/pediatric-office/lakeland-fl-edgewood?utm_source=google-bp&utm_medium=referral&utm_campaign=info_location-link_pa_fl_se,,4.2,268,ChIJf9kPy6xA3YgRnrNyb92EvVM
Watson Clinic North Pediatrics,"1430 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 680-7337,https://www.watsonclinic.com/locations/1430-lakeland-hills-blvd-lakeland-fl-8.html,,3.2,24,ChIJWev1VFVH3YgRnQbc97cr8vQ
"Dr. Stewart A. Grant, MD","3131 Lakeland Hills Blvd, Lakeland, FL 33809, USA",Doctor,(863) 815-3775,http://tphcare.com/,,3.2,19,ChIJ8c1WzMNG3YgREsI8FbCJ--8
Lakeside Pediatrics South Office,"5950 Florida Ave S, Lakeland, FL 33813, USA",Establishment,(863) 688-3550,http://lakesidepeds.com/,,4.6,747,ChIJsUjCZ-U73YgRSuJutiNEfCI
"Rachel Ray, M.D., FAAP","1920 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 669-1212,https://www.pediatricassociates.com/provider-details.html?id=182,,3.4,18,ChIJf9kPy6xA3YgRMs6OJCn5ubU
"Nemours Children's Health, Lakeland - Specialty Care","1324 Lakeland Hills Blvd suite a, Lakeland, FL 33805, USA",Doctor,(407) 650-7715,https://www.nemours.org/locations/florida-pediatric-specialty-care-lakeland.html?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-listing,,3.8,141,ChIJp7vYXSI53YgRhWBk5KO7f7c
"Jason Cornett, MD","1430 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 680-7337,https://www.watsonclinic.com/physicians/w-jason-cornett.html,,4.7,12,ChIJlUeuxVRH3YgR5-8zKcEnYb0
"Nicole A. Hinds, MD","3030 Harden Blvd, Lakeland, FL 33803, USA",Doctor,(863) 284-5000,https://doctors.mylrh.org/LRHPhysicianGroup/details/848/nicole-hinds-pediatrics-lakeland,,4.8,17,ChIJ__8_aiI53YgR7oADWD7TEpg
"Kendra Velez Rodriguez, MD","1430 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 680-7337,https://www.watsonclinic.com/specialties/pediatrics/about-kendra-velez-rodriguez-md.html,,5,1,ChIJ__8_VFVH3YgRYj6jH4PsOGQ
"Johns Hopkins All Children's Outpatient Care, Lakeland","3310 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Establishment,(863) 802-6600,https://www.hopkinsmedicine.org/patient-care/locations/johns-hopkins-all-childrens-outpatient-care-lakeland,,4.5,123,ChIJ6QrtvUpH3YgRVKOfJAYnEzo
Kidz and Family Care,"517 Buena Vista St, Lakeland, FL 33805, USA",Establishment,(863) 688-3674,https://www.kidzandfamilykare.com/,,3.3,25,ChIJp6n3SlVH3YgRlmHAM1K6wnQ
"Jennifer Bath, APRN","1920 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 669-1212,https://pediatricassociates.com/provider-details.html?id=183,,3.7,3,ChIJf9kPy6xA3YgRsbgwuc7fOx8
Lisa Dinh,"2929 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 688-3550,https://lakesidepeds.com/meet-your-team/,,5,1,ChIJl8XvOLNA3YgRRGlgrPiadYM
HCA Florida North Lakeland Emergency,"1075 Carpenters Way, Lakeland, FL 33809, USA",Doctor,(863) 340-5747,https://www.hcafloridahealthcare.com/locations/north-lakeland-emergency?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,4.1,63,ChIJf7KGfBxH3YgRRXqeh03YipI
Doctor Today TLC,"4435 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 858-8000,http://www.doctortodaytlc.com/,,3.7,422,ChIJidlp1SJH3YgRt1WQYI1DT9k
Robinson Family Clinic,"4406 S Florida Ct Suite 17, Lakeland, FL 33813, USA",Doctor,(863) 646-5088,https://drayeshajafri.com/welcome,,4.4,72,ChIJG_VWqU053YgRDN0RFprgyRw
"Susan Truett, LMHC","215 E Bay St, Lakeland, FL 33801, USA",Doctor,(863) 660-6556,http://www.relationshipbuilders-lakeland.com/,,4.7,7,ChIJH7maerM43YgRMAJD9lOSKss
Cassidy Psychiatry,"832 Florida Ave S #2, Lakeland, FL 33801, USA",Establishment,(863) 686-0800,https://www.cassidypsychiatry.com/,,4.8,57,ChIJRcCQUdQ43YgR9W-EfrGWg9Q
Total Mental Wellness - Integrative Psychiatry - Lakeland,"102 W Orange St, Lakeland, FL 33801, USA",Doctor,(863) 216-8993,https://totalmentalwellnessfl.com/,,5,6,ChIJDbzhk4c53YgRTpjmhMRkA6s
"Yalanda Holmes, Psychiatric Nurse Practitioner","930 Alicia Rd, Lakeland, FL 33801, USA",Doctor,(863) 680-1950,https://lifestance.com/provider/nurse-practitioner/fl/lakeland/yalanda-holmes/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,,4.9,41,ChIJZ0LnCHo_3YgRd-Oa8a-9tOI
Upside Psychiatry Dr. Elizabeth Gnagy,"122 E Main St, Lakeland, FL 33801, USA",Doctor,(863) 225-7097,http://www.upsidepsychiatry.com/,,5,4,ChIJ__8vWbQ43YgR3qcgS4MVUuo
Prestige Health And Wellness - Psychiatry & Mental health,"1643 Williamsburg Square Suite 101, Lakeland, FL 33803, USA",Doctor,(863) 250-0240,https://www.yourprestigehealth.com/,,5,5,ChIJdQ4BdFE_3YgREFIq___oktw
Newlight Psychiatric Services,"5302 Florida Ave S Suite #203, Lakeland, FL 33813, USA",Establishment,(863) 602-7001,http://www.newlightpsych.com/,,4.4,48,ChIJnaVk8rA73YgRulGBb1caOqY
"Reham A. Sadek, MD","1324 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Doctor,(863) 284-1868,https://doctors.mylrh.org/LRHPhysicianGroup/details/482/reham-sadek-psychiatry-lakeland,,5,3,ChIJVVVVxao43YgRY6cBYFevfRs
UThrive Health Lakeland,"905 S Missouri Ave, Lakeland, FL 33803, USA",Doctor,(813) 515-3008,https://uthrivehealth.com/,,5,1,ChIJp6yFjeQ53YgRqRQByhB6xGE
Brain Chemistry Center - Dr. Badiola,"204 Lake Harris Dr, Lakeland, FL 33813, USA",Doctor,(863) 646-7733,http://www.brainchemtms.com/,,4.8,26,ChIJYSua8v073YgR-fPttgXQF-s
