name,address,category,phone,website,email,rating,total_ratings,place_id
Sittadel - Cybersecurity Solutions,"100 E Main St, Lakeland, FL 33801, USA",Establishment,(800) 936-5119,http://www.sittadel.com/,,5,12,ChIJbb4Dt2053YgR85qWmr5esJ0
UNITED PROTECTIVE SECURITY,"100 Ave K NE, Winter Haven, FL 33881, USA",Establishment,(863) 968-3493,http://www.unitedprotectivesecurity.com/,,4.5,24,ChIJhxRdn-gS3YgRNtV2jSerozA
Technology Wiring | Security Camera Installation near Lakeland | CCTV cameras Installation,"122 E Main St #357, Lakeland, FL 33801, USA",Electronics Store,(863) 345-2727,https://lakelandcamerasinstallation.com/,,4.6,9,ChIJWfkH1TI53YgRcoIQ8rc099k
Security Engineers Inc,"Lakeland, FL 33801, USA",Establishment,(863) 687-3574,https://www.securityengineersinc.com/,,5,1,ChIJq6qqqpo_3YgRgGWNvrHWqBM
Alarm Center Inc,"1115 N Combee Rd, Lakeland, FL 33801, USA",Electronics Store,(863) 644-0071,https://alarmcenterfl.com/,,4.5,8,ChIJvQVaroE_3YgRMG0oSBhK6iU
Trusted Fire and Security,"4815 Southwind Ct, Mulberry, FL 33860, USA",Establishment,(863) 999-0588,http://www.trustedfireandsecurity.com/,,5,3,ChIJy7yphdpFPKwRHBH7DdvApME
Rickner Smart Solutions,"122 E Main St Ste 293, Lakeland, FL 33801, USA",Establishment,(863) 701-4973,https://ricknersmartsolutions.com/,,5,8,ChIJY_Dkc-uc4KARc24JeUjCL7A
Harvest Data Co llc,"5340 Serena Dr, Lakeland, FL 33810, USA",Establishment,(863) 660-8226,https://www.harvestdataco.com/,,5,3,ChIJaYG9SnU53YgR6M5jO7qTWds
SKS Security Integrators,"630 N Gary Rd, Lakeland, FL 33801, USA",Establishment,(863) 701-5678,http://reliablefl.com/,,3.7,3,ChIJu_zNFqw_3YgRPIm62HrVqOE
EMG Alarm Specialist Corporation,"Lakeland, FL 33801, USA",Establishment,(863) 802-9130,http://www.emgalarm.com/,,1,1,ChIJq6qqqpo_3YgRCvzXvPIP-EE
Fire Pros Commercial Services,"3504 Century Blvd #1, Lakeland, FL 33811, USA",Establishment,(863) 400-3473,http://www.localfirepros.com/,,5,84,ChIJiVYaL_Y53YgR99gY6Xqxo3o
Lakeland Specialty Communications,"5330 Kings Mont Dr, Lakeland, FL 33813, USA",Establishment,(863) 521-1933,,,5,1,ChIJU_wxvSA83YgR6VMhFtJW3Tc
"Surveillance Specialist Group, LLC","1066 E Bloomingdale Ave, Valrico, FL 33596, USA",Establishment,(813) 922-2793,,,5,4,ChIJd_eNf3XOwogRJ75UUnf3eE8
Soundwaves Audio Video Lakeland,"2107 E Edgewood Dr, Lakeland, FL 33803, USA",Electronics Store,(863) 619-7734,http://www.soundwaveslakeland.com/,,2.6,7,ChIJpy31zkw_3YgRJZD3hUv3TyI
Orange Peel Technologies,"41 Lake Morton Dr, Lakeland, FL 33801, USA",Establishment,(863) 614-0811,http://www.orangepeeltechnologies.com/,,3.5,8,ChIJ9_uKz4o53YgRoubHMaLddHs
Selfie Studio,"2500 Drane Field Rd Ste 114, Lakeland, FL 33811, USA",Establishment,(863) 345-3031,http://selfiestudio.com/,,4.6,9,ChIJzTsrVh853YgR4AEyLR8A9Sg
JCPenney Portraits,"3800 US Hwy 98 N Suite 200, Lakeland, FL 33809, USA",Establishment,(863) 858-4097,https://jcpportraits.com/,,4.1,50,ChIJOUP_NT5H3YgRpPhOQxqhhj0
Lakeland photo studio,"2225 E Edgewood Dr Suite 2, Lakeland, FL 33803, USA",Establishment,(863) 333-5793,,,,,ChIJJbWNy4E_3YgRFL2j6-QKfy8
"Caracheo Productions - Photographer, Party Bus, Photo Booth, Hora Loka, 360 Booth, Studio Rental & Photo Printing.","3015 Duff Rd, Lakeland, FL 33810, USA",Clothing Store,(863) 370-5018,https://www.caracheoproductions.com/,,5,4,ChIJqzYM8O9H3YgRVby75u8_3PQ
ISO 24 Media,"5508 Waterside Loop, Lakeland, FL 33805, USA",Establishment,,http://iso24media.com/,,5,19,ChIJVV8opcXnwogRt1-1ZAM9bf4
Crazy Horse,"502 E Main St, Lakeland, FL 33801, USA",Establishment,(813) 598-5044,https://www.crazyhorseproductions.org/,,5,2,ChIJUUmyvTw_3YgRXs3L04hr4lY
NFocus Studios,"1910 Harden Blvd #109, Lakeland, FL 33803, USA",Establishment,(863) 688-4505,http://www.getnfocus.com/,,5,17,ChIJfyy2o9843YgRlOTyRYKzeZU
Stateside Media,"502 E Main St, Lakeland, FL 33801, USA",Establishment,(401) 347-4514,http://www.stateside.tv/,,5,4,ChIJXZeYFqg_3YgRQtJ3xeQukc0
Indie Atlantic Films,"1037 Florida Ave S Suite 106, Lakeland, FL 33803, USA",Establishment,(863) 272-1899,http://indieatlantic.com/,,5,4,ChIJ02PsaxE53YgRL5OYBbjpWFw
Phenomenal Films and Photos,"1052 US-92, Auburndale, FL 33823, USA",Establishment,(863) 873-3532,http://phenomenalfilmsandphotos.com/,,4.9,48,ChIJDxGCxlvyj6ERjpM0JN9nH9w
RAW Compositions,"201 Traders Alley, Lakeland, FL 33801, USA",Establishment,(863) 999-4594,https://rawcompositions.com/,,5,3,ChIJj5y0hVU53YgR0GgMtVcK-iU
Creative Video Services,"3017 Heather Way, Lakeland, FL 33801, USA",Establishment,(863) 666-1274,,,5,2,ChIJodNBArA_3YgRGS4J29IZh5s
"BrandAid, Inc.","211 E Main St Ste. 109, Lakeland, FL 33801, USA",Establishment,(863) 900-9089,http://www.abrandaid.com/,,5,3,ChIJX7rYZMkN3YgRpw6PSakC_ag
TrueHope TV Studios,"1035 Florida Ave S #200, Lakeland, FL 33803, USA",Establishment,(863) 738-0177,,,5,1,ChIJ95SwgbQ43YgRMB0slhT6STc
Alina Creative Designs,"4920 FL-33, Lakeland, FL 33805, USA",Establishment,(719) 344-3462,,,,,ChIJdXiA3GpB3YgR57WV59C7QUA
Simply Creative Designing Inc,"502 E Main St, Lakeland, FL 33801, USA",Establishment,(866) 423-2748,http://www.instagram.com/simplycreativedesigning,,5,2,ChIJK-FbSqc_3YgRTDIDxVN8JOU
Graphix Custom Apparel,"3800 US Hwy 98 N #582, Lakeland, FL 33809, USA",Clothing Store,(863) 327-9570,https://graphixcustomoflakeland.com/,,5,35,ChIJBRqELX5H3YgR_UzmLlfOTO4
"Graphic Installers, Inc.","4403 Holden Rd, Lakeland, FL 33811, USA",Establishment,(863) 559-2922,http://www.graphicinstallers.com/,,4.3,6,ChIJS_claps53YgRc3t-BUULNSs
A Fine Press,"4204 Florida Ave S suite e, Lakeland, FL 33813, USA",Establishment,(253) 237-4636,http://afinepress.com/,,4.9,7,ChIJ397VjUk_3YgR6eSs_9C_XRU
Elsner LLC - Ecommerce Development and Solutions,"1467 Silver Leaf Dr, Lakeland, FL 33813, USA",Establishment,(806) 773-2877,http://www.elsner.com/?utm_source=local&utm_medium=organic&utm_campaign=GMB,,5,4,ChIJqxl-MhQ83YgRb3V-RApXM8Y
Accounting & Tax Associates Inc,"930 Marcum Rd # 4, Lakeland, FL 33809, USA",Accounting,(863) 815-1527,,,5,2,ChIJ8c1WzMNG3YgRUIzZBoye6Is
Enelus Tax & Immigration Services LLC,"5100 US Hwy 98 N Unit 12, Lakeland, FL 33809, USA",Accounting,(800) 701-4951,,,4.6,5,ChIJu14XXrM_3YgRvVssAcHuwI8
Farley's tax service,"7539 Eastview Pl, Lakeland, FL 33810, USA",Accounting,(863) 815-4810,,,5,2,ChIJq4Qg0iZH3YgR4KK_QDBcfPI
H&R Block,"6230 US Hwy 98 N Ste 704, Lakeland, FL 33809, USA",Accounting,(863) 859-5657,https://www.hrblock.com/tax-office-near-me/florida/lakeland/9562/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,,4.8,153,ChIJwTWzUp9G3YgRWLF91l_u5HE
Amscot - The Money Superstore,"5869 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 853-4181,https://www.amscot.com/location/branch-122/5869-n-us-hwy-98-lakeland-fl-33809/?utm_source=GMB&utm_medium=organic&utm_content=branch122&utm_campaign=website_button,,4.7,291,ChIJmRM1Bd1G3YgR8QjG72hsj5E
Tanja Coffee Mobile Notary Public & Wedding Officiant,"5742 Bambi Dr, Lakeland, FL 33809, USA",Establishment,(813) 836-6062,https://mobilenotarylakeland.godaddysites.com/wedding-officiant,,5,2,ChIJY17FgExH3YgRsiJeaeCLWPo
Mobile Notary and Signing Services (Bilingual/Spanish),"We ComeTo You, We Have No Public Office, 6136 Kathleen Rd, Kathleen, FL 33849, USA",Establishment,(813) 333-1524,http://www.mobilenotaryandsigningservices.com/,,4.9,89,ChIJP9bw9FFH3YgRyhydunXR_HY
La Rosa Realty Prestige,"123 S Tennessee Ave Suite 1, Lakeland, FL 33801, USA",Establishment,(863) 940-4850,http://larosarealty.com/,,4.2,25,ChIJ50V4A0053YgRsimCjFqgwJw
MillShire Realty,"1857 N Crystal Lake Dr, Lakeland, FL 33801, USA",Establishment,(863) 815-8000,https://millshirerealty.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,,3.9,21,ChIJ8Y3bFBo_3YgRwKyr_q09Fqs
Seven Dragons Inc.,"7892 Canterbury Cir, Lakeland, FL 33810, USA",Establishment,(863) 329-8784,http://www.sevendragonsinc.com/,,5,20,ChIJq6q6_WtG3YgRvwZ2PZspAX8
Bridgewater Grand,"5546 Autumn Ridge Rd, Lakeland, FL 33805, USA",Establishment,(863) 356-3061,https://bridgewatergrand.com/?switch_cls[id]=95788&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,,4.4,217,ChIJ6S8ZKAlB3YgR7tLvQV4tYHo
The Shore Luxury Apartment Homes,"5680 Waterside Blvd, Lakeland, FL 33805, USA",Establishment,(863) 246-0400,https://www.shoreluxuryliving.com/,,4.4,132,ChIJMwykUKlB3YgRM_CNzB3CSjE
Audubon Oaks,"4350 Audubon Oaks Cir, Lakeland, FL 33809, USA",Establishment,(833) 210-3226,https://www.audubonoaks.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GMB&utm_medium=organic,,4.3,189,ChIJJc8T5TFH3YgRz_C-eoM8Dic
Story Lake Gibson | Luxury Apartment Homes,"6120 Burnett St, Lakeland, FL 33809, USA",Establishment,(863) 238-7237,https://www.storylakegibson.com/,,4.5,134,ChIJ4SNjdf9H3YgRmbj9sCfTj54
The Retreat at Lakeland,"5115 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 238-2918,https://venterraliving.com/apartments/the-retreat-at-lakeland/?id=FL4RLGOO&y_source=1_Mjc5MDQ4NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,4.3,1162,ChIJwQxuNdZA3YgR8V_TImuMQYY
The Preserve at Lakeland Hills Apartments,"4920 FL-33, Lakeland, FL 33805, USA",Establishment,(863) 445-9424,http://preserveatlakelandhills.com/,,4.1,747,ChIJHyQkYdhA3YgR3kFTYyZlTAU
The Park at Palazzo Apartment Homes,"3685 Victoria Manor Dr, Lakeland, FL 33805, USA",Establishment,(863) 431-8656,https://www.theparkatpalazzo.com/?utm_source=seo,,3.8,252,ChIJKxYH5DRH3YgRhqlmugCknEw
Arbor Glen Apartments,"4950 Deep Forest Ct, Lakeland, FL 33805, USA",Establishment,(863) 292-6319,https://arborglenlakeland.com/?ilm=obl&utm_source=gmb&utm_medium=organic,,4.5,450,ChIJp8qEt1RA3YgR5u5AvJk_IXI
Prospect Lake Wire Apartments,"380 Lake Wire Dr, Lakeland, FL 33815, USA",Establishment,(877) 629-2941,https://www.prospectlakewire.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,,4.8,197,ChIJfz3yJTk53YgRad1XYznYEos
The Caroline Apartments,"1906 Griffin Rd, Lakeland, FL 33810, USA",Establishment,(863) 509-4960,https://www.thecarolinelakeland.com/?utm_source=gmb&utm_medium=organic,,4.1,169,ChIJ1dXPIQFH3YgRBtga5y-wo_g
Lakeland Landing,"4355 Corporate Ave, Lakeland, FL 33809, USA",Establishment,(863) 509-5492,https://www.lakelandlandingapts.com/?utm_knock=orgs,,4.4,64,ChIJP3hOvTxH3YgRteUnUxbNOf0
Big Oaks,"1510 Big Oaks Dr, Lakeland, FL 33810, USA",Establishment,(855) 951-4333,https://www.bigoaksapartments.com/?switch_cls[id]=60727&utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmblisting,,4.4,109,ChIJOUuagRdH3YgRIhs85KeqtR4
Reserve at Lakeland Apartments,"5233 US-98, Lakeland, FL 33809, USA",Establishment,(855) 774-1845,https://www.reserveatlakeland.com/?rccustomid=NzE1MzA%3D-ZRqd4tbyJno%3D&utm_source=google&utm_medium=organic&utm_campaign=google_business,,3.7,141,ChIJGyEx4hRH3YgR_S3M3mueiww
Mirrorton Apartments,"309 Mirrorton Ave, Lakeland, FL 33801, USA",Establishment,(863) 208-6588,https://mirrorton.com/?utm_knock=gmb,,4.1,171,ChIJpXH-UlQ_3YgRL_HFdR6_94E
Carlton Arms of North Lakeland,"4500 Williamstown Blvd, Lakeland, FL 33810, USA",Establishment,(863) 695-1544,https://carltonarmsofnorthlakeland.com/,,4.3,331,ChIJC-IlmRBH3YgRwkYw_FtuVHI
Regency Apartments,"140 Glendale St, Lakeland, FL 33803, USA",Establishment,(863) 614-1867,https://renttheregency.com/,,4.6,130,ChIJ1ZoT5Sw53YgReZWCqpHfHh8
Royal Oak Apartments,"923 E Lemon St, Lakeland, FL 33801, USA",Establishment,(863) 230-8001,https://www.royaloaklakeland.com/,,5,10,ChIJG1T-Mmk_3YgRbJ3NgkM6EuY
Edgewood Apartments,"2050 E Edgewood Dr, Lakeland, FL 33803, USA",Establishment,(863) 606-0102,http://www.edgewoodaptsfl.com/,,4.7,88,ChIJsTjUzuI-3YgRXnEX9JYfnds
Water's Edge Apartments,"3625 New Jersey Rd, Lakeland, FL 33803, USA",Establishment,(863) 474-9593,https://www.watersedgelakeland.com/?utm_source=GMB&utm_medium=organic,,4.3,100,ChIJr2y_b8E-3YgRooRFLmyqT4g
Fountain Square Apartments,"225 E Edgewood Dr, Lakeland, FL 33803, USA",Establishment,(863) 656-0350,https://livebh.com/apartments/fountain-square-apartments/,,4.5,309,ChIJf4kquiw53YgRPBSxiJ4j-nU
Storage King USA,"9010 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 859-2321,https://www.storagekingusa.com/locations/florida/lakeland/storage-king-usa-lakeland/?utm_source=gbp&utm_medium=organic,,4.7,327,ChIJn6jVmBhE3YgRuQu2z07O5Qs
First Choice Mini Storage,"8315 FL-33, Lakeland, FL 33809, USA",Establishment,(863) 279-4087,https://www.firstchoiceministorage.com/,,4.4,53,ChIJM4E44vZB3YgRU_wPbNXAMx4
Century Boat & RV Storage,"5915 Walt Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 858-2650,https://www.centuryboatandrv.com/self-storage/lakeland-fl-33809?utm_source=local&utm_medium=organic&utm_campaign=gmb,,4.7,69,ChIJ7XSweSRB3YgR4nNvP6yt4bk
Murphy USA,"5720 US Hwy 98 N, Lakeland, FL 33809, USA",Convenience Store,(863) 815-4324,http://www.murphyusa.com/,,4.1,152,ChIJ2_RQ791G3YgRQF29dXsSOGc
RaceTrac,"6650 US Hwy 98 N, Lakeland, FL 33810, USA",Cafe,(404) 829-6381,https://www.racetrac.com/locations/florida/lakeland/marcum?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,,3.4,106,ChIJ18ooEsJG3YgR9KoJX2DiFik
Gas Station,"4655 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 853-3250,https://www.exxon.com/,,4,213,ChIJibJPhdNA3YgRObn0sd63vfQ
MARATHON,"111 Marcum Rd #4302, Lakeland, FL 33809, USA",Convenience Store,(863) 940-9071,,,3.8,61,ChIJF45Fl8tG3YgRvML2VQqLnuI
Sam's Club Gas Station,"4600 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 853-8592,https://www.samsclub.com/club/6441-lakeland-fl/fuel-center,,4.6,566,ChIJ650M_lpH3YgRqOL0SrZcXHM
Marathon,"4225 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Establishment,,https://www.marathonfuel.com/stations,,4.1,266,ChIJpexJEM1A3YgR85an6frwihc
Mobil,"5870 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 858-3730,https://www.exxon.com/en/find-station/200323723,,4.1,194,ChIJgWLlcN1G3YgRvcM0t30SU_Y
bp,"4655 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 853-3250,https://map.bp.com/en-US/US/gas-station/lakeland/bp/17877916036553380900100000063086,,3.7,58,ChIJiScnSxlB3YgRtxSU2f69J_Q
Mobil,"6655 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 859-2397,https://www.exxon.com/en/find-station/200322943,,4,163,ChIJrxFTwzZB3YgRdZC7ATJMQMg
Marathon,"4718 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 859-1056,,,4,133,ChIJf1JpaCJH3YgRPQ_j7HvcwBQ
Nick & Moes 003 (US HWY 98 Lakeland),"2750 US Hwy 98 N, Lakeland, FL 33805, USA",Establishment,(863) 816-4775,http://www.nickandmoes.com/,,4.5,125,ChIJd_Ohvk9H3YgRkVH8xVQlo2k
Circle K,"7250 US Hwy 98 N, Lakeland, FL 33809, USA",Atm,(863) 859-9461,https://www.circlek.com/store-locator/US/lakeland/7250-us-hwy-98-n/2707509?utm_source=google&utm_medium=local&utm_campaign=google-local,,3.7,30,ChIJKXTF7b9G3YgRDNA-vJQLRcQ
7-Eleven Fuel,"290 Lakeland Park Blvd @, N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 815-4480,https://www.7-eleven.com/locations/fl/lakeland/290-lakeland-park-rd-32974?utm_source=G&utm_medium=local&utm_campaign=google-local,,,,ChIJlwethD5B3YgR0DZfuw19sSY
Marathon Gas Station,"1201 Florida Ave S, Lakeland, FL 33803, USA",Establishment,(863) 680-1425,,,3.6,107,ChIJT1t_QtI43YgRZFAstjHHfP4
Circle K | Gas Station,"1026 Walt Williams Rd, Lakeland, FL 33809, USA",Establishment,(863) 815-2707,https://www.circlek.com/store-locator/US/lakeland/1026-walt-williams-rd/2707546?utm_source=google&utm_medium=local&utm_campaign=google-local,,4.7,3,ChIJwXVc0l5B3YgRDXXjNXG1taE
Circle K,"6655 N Socrum Loop Rd, Lakeland, FL 33809, USA",Convenience Store,(863) 859-2397,https://www.circlek.com/store-locator/US/lakeland/6655-socrum-loop-rd/2654190?utm_source=google&utm_medium=local&utm_campaign=google-local,,1.6,7,ChIJVVVJ2zZB3YgR7SbMYFZUVJo
Chevron,"3250 US Hwy 98 N, Lakeland, FL 33805, USA",Establishment,(863) 940-3697,https://www.chevronwithtechron.com/en_us/home/gas-station-near-me.html,,4,66,ChIJd_vI3cJH3YgRp6sEvsq99yg
Circle K,"8324 US Hwy 98 N, Lakeland, FL 33809, USA",Atm,(863) 858-3685,https://www.circlek.com/store-locator/US/lakeland/8324-us-hwy-98-n/2707020?utm_source=google&utm_medium=local&utm_campaign=google-local,,3.4,68,ChIJ58thEaJG3YgRXeSZxy38jwU
SA Beverage Castle.,"1200 W Daughtery Rd, Lakeland, FL 33810, USA",Convenience Store,(863) 940-2825,,,3.6,27,ChIJu773fN1G3YgRgPP0YeJ0NOQ
MINI SHOP,"4718 US-98, Lakeland, FL 33809, USA",Convenience Store,(863) 859-1056,,,5,2,ChIJA8kUXSJH3YgR8guNy8jLT5c
One Stop Shop,"3029 Duff Rd, Lakeland, FL 33810, USA",Atm,(863) 816-1181,,,3.7,22,ChIJvTVvsEJG3YgRVW2bfcSgIkE
Kathleen Food Mart,"6403 Kathleen Rd, Lakeland, FL 33810, USA",Convenience Store,(863) 853-9384,,,3.9,215,ChIJ2x3kaTdG3YgRlI9LyEUsJMo
"ARIANA FRIENDS, INC","1202 Ariana St, Lakeland, FL 33803, USA",Establishment,(863) 686-3384,,,4.3,38,ChIJ1zJjld043YgRI6-YdYfaS94
7-Eleven,"5870 US Hwy 98 N, Lakeland, FL 33809, USA",Cafe,(863) 858-3730,https://www.7-eleven.com/locations/fl/lakeland/5870-us-hwy-98-n-32855?utm_source=G&utm_medium=local&utm_campaign=google-local,,2.4,49,ChIJJ8aecd1G3YgRR8gskNmEGZE
Tobacco Depot,"6601 N Socrum Loop Rd Unit #203, Lakeland, FL 33809, USA",Establishment,(863) 500-4235,http://tobaccodepot.com/,,4.4,140,ChIJCzKF0zZB3YgRr4ysGqdVhCY
LaFamosa Cigars & Pipe Tobacco,"2118 Florida Ave S, Lakeland, FL 33803, USA",Establishment,(863) 687-4168,,,4.6,139,ChIJDy3QmtU43YgRS0lSak9_h9I
Publix Liquors at Lake Gibson Shopping Center,"6755 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 859-2548,https://www.publix.com/products-services/publix-liquors?utm_medium=maps&utm_source=google&utm_content=psmlqr_google_override,,4.7,58,ChIJkd5rd8FG3YgRHWiwWtMOoqY
Walmart Wine and Liquor,"5800 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 859-3626,https://www.walmart.com/cp/spirits/8439204?veh=seo_loc,,2.7,7,ChIJz80vkWxH3YgReHp0mytpmaw
Griffith Alteration TAILORING,"5512 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 450-2933,,,4.2,196,ChIJjbh1td9G3YgR9dv-aobL8SE
Lakeland Fashion,"1525 W Memorial Blvd, Lakeland, FL 33815, USA",Establishment,(863) 683-6572,,,4.8,120,ChIJuZWo6pk43YgRhUtn9TeFUwc
Alterations To Go,"821 N Lake Parker Ave, Lakeland, FL 33801, USA",Establishment,(863) 687-2814,,,4.5,115,ChIJEQ_d6Vo_3YgRs1K70LkBnyQ
"NYC Alterations, LLC","2160 Co Rd 540A, Lakeland, FL 33813, USA",Establishment,(863) 333-0068,https://www.facebook.com/profile.php?id=61568738932546,,4.9,154,ChIJb0Nbq2Y93YgRoGgAQDGh87M
SEWBOX,"2929 Florida Ave S Suite 5, Lakeland, FL 33803, USA",Clothing Store,(863) 682-0176,http://www.sewbox.us/,,4.4,201,ChIJxR6Wayw53YgRnToNq96kCtw
Marlene's Alterations,"206 W Badcock Blvd, Mulberry, FL 33860, USA",Establishment,(863) 425-1921,http://marlenesalterations.com/,,4.8,52,ChIJB3mFTUc73YgRZM4DU-PF0Pw
MDIZ Collection,"6940 Florida Ave S, Lakeland, FL 33813, USA",Clothing Store,(863) 701-2222,http://mdizcollections.com/,,4.8,65,ChIJhQv2A5c73YgRTDm9aAA3WyA
ALTERATIONS BY ANNIS THE TAILOR,"4326 Wallace Rd, Lakeland, FL 33812, USA",Clothing Store,(786) 287-9173,http://annis-mastertailor.weebly.com/,,4.7,11,ChIJhQNdFm4_3YgRfOEexE0XPWU
Sew 'N' Go Alterations,"901 E Reynolds St, Plant City, FL 33563, USA",Establishment,(813) 516-2130,,,4.6,53,ChIJXZGufYU23YgRAbDCp8GQY_E
